home,office,home_lat,home_lon,office_lat,office_lon,day_of_week,time,duration_mins,date,day,direction,travel_time_minutes,start_lat,start_lng,end_lat,end_lng,hour_of_day,Date,OnlyTime
,,,,,,0,,21.78333333333333,,,,,12.9166,77.6101,12.8452,77.6605,18.0,,
,,,,,,1,,16.25,,,,,12.9716,77.6412,12.9352,77.6245,8.0,,
,,,,,,0,,19.966666666666665,,,,,12.9716,77.6412,12.9352,77.6245,18.0,,
,,,,,,6,,24.85,,,,,12.925,77.5938,12.974,77.6144,8.0,,
,,,,,,5,,30.6,,,,,12.925,77.5938,12.974,77.6144,18.0,,
,,,,,,4,,45.8,,,,,12.8452,77.6605,12.974,77.6144,8.0,,
,,,,,,1,,52.7,,,,,12.8452,77.6605,12.974,77.6144,18.0,,
,,,,,,6,,29.23333333333333,,,,,12.925,77.5938,12.9716,77.6412,8.0,,
,,,,,,3,,46.25,,,,,12.925,77.5938,12.9716,77.6412,18.0,,
,,,,,,2,,27.6,,,,,12.8452,77.6605,12.925,77.5938,8.0,,
,,,,,,2,,33.15,,,,,12.8452,77.6605,12.925,77.5938,18.0,,
,,,,,,4,,41.48333333333333,,,,,12.925,77.5938,12.9569,77.7011,8.0,,
,,,,,,6,,38.266666666666666,,,,,12.925,77.5938,12.9569,77.7011,18.0,,
,,,,,,2,,43.48333333333333,,,,,12.9716,77.6412,12.9166,77.6101,8.0,,
,,,,,,1,,55.7,,,,,12.9716,77.6412,12.9166,77.6101,18.0,,
,,,,,,0,,21.65,,,,,12.925,77.5938,12.9352,77.6245,8.0,,
,,,,,,6,,21.65,,,,,12.925,77.5938,12.9352,77.6245,18.0,,
,,,,,,4,,63.9,,,,,12.9141,77.6387,13.0286,77.5408,8.0,,
,,,,,,6,,65.11666666666666,,,,,12.9141,77.6387,13.0286,77.5408,18.0,,
,,,,,,5,,26.15,,,,,12.925,77.5938,12.974,77.6144,8.0,,
,,,,,,2,,33.1,,,,,12.925,77.5938,12.974,77.6144,18.0,,
,,,,,,5,,36.98333333333333,,,,,12.9569,77.7011,12.8452,77.6605,8.0,,
,,,,,,5,,41.86666666666667,,,,,12.9569,77.7011,12.8452,77.6605,18.0,,
,,,,,,4,,53.48333333333333,,,,,12.8452,77.6605,13.0286,77.5408,8.0,,
,,,,,,2,,58.25,,,,,12.8452,77.6605,13.0286,77.5408,18.0,,
,,,,,,4,,24.7,,,,,12.9352,77.6245,12.974,77.6144,8.0,,
,,,,,,2,,30.633333333333333,,,,,12.9352,77.6245,12.974,77.6144,18.0,,
,,,,,,0,,32.266666666666666,,,,,13.0286,77.5408,12.974,77.6144,8.0,,
,,,,,,4,,37.55,,,,,13.0286,77.5408,12.974,77.6144,18.0,,
,,,,,,3,,27.98333333333333,,,,,12.974,77.6144,12.925,77.5938,8.0,,
,,,,,,6,,25.75,,,,,12.974,77.6144,12.925,77.5938,18.0,,
,,,,,,6,,25.0,,,,,12.9141,77.6387,12.9569,77.7011,8.0,,
,,,,,,4,,37.583333333333336,,,,,12.9141,77.6387,12.9569,77.7011,18.0,,
,,,,,,6,,41.23333333333333,,,,,12.9716,77.6412,13.0286,77.5408,8.0,,
,,,,,,1,,61.3,,,,,12.9716,77.6412,13.0286,77.5408,18.0,,
,,,,,,6,,17.133333333333333,,,,,12.974,77.6144,12.9352,77.6245,8.0,,
,,,,,,1,,26.883333333333333,,,,,12.974,77.6144,12.9352,77.6245,18.0,,
,,,,,,0,,37.4,,,,,12.9166,77.6101,12.9716,77.6412,8.0,,
,,,,,,2,,44.9,,,,,12.9166,77.6101,12.9716,77.6412,18.0,,
,,,,,,6,,16.0,,,,,12.9569,77.7011,12.9698,77.7499,8.0,,
,,,,,,2,,27.166666666666668,,,,,12.9569,77.7011,12.9698,77.7499,18.0,,
,,,,,,5,,34.166666666666664,,,,,12.8452,77.6605,12.9716,77.6412,8.0,,
,,,,,,4,,48.55,,,,,12.8452,77.6605,12.9716,77.6412,18.0,,
,,,,,,1,,32.05,,,,,12.9569,77.7011,12.974,77.6144,8.0,,
,,,,,,5,,32.21666666666667,,,,,12.9569,77.7011,12.974,77.6144,18.0,,
,,,,,,3,,36.06666666666667,,,,,12.9141,77.6387,12.9569,77.7011,8.0,,
,,,,,,0,,37.18333333333333,,,,,12.9141,77.6387,12.9569,77.7011,18.0,,
,,,,,,3,,24.48333333333333,,,,,12.9698,77.7499,12.9569,77.7011,8.0,,
,,,,,,0,,26.0,,,,,12.9698,77.7499,12.9569,77.7011,18.0,,
,,,,,,4,,56.016666666666666,,,,,12.9698,77.7499,12.925,77.5938,8.0,,
,,,,,,3,,78.26666666666667,,,,,12.9698,77.7499,12.925,77.5938,18.0,,
,,,,,,3,,37.86666666666667,,,,,12.925,77.5938,12.9716,77.6412,8.0,,
,,,,,,6,,35.416666666666664,,,,,12.925,77.5938,12.9716,77.6412,18.0,,
,,,,,,1,,25.433333333333334,,,,,12.9698,77.7499,12.9569,77.7011,8.0,,
,,,,,,0,,26.9,,,,,12.9698,77.7499,12.9569,77.7011,18.0,,
,,,,,,1,,38.61666666666667,,,,,12.9716,77.6412,12.9698,77.7499,8.0,,
,,,,,,0,,49.75,,,,,12.9716,77.6412,12.9698,77.7499,18.0,,
,,,,,,3,,47.93333333333333,,,,,12.925,77.5938,12.9569,77.7011,8.0,,
,,,,,,6,,38.28333333333333,,,,,12.925,77.5938,12.9569,77.7011,18.0,,
,,,,,,4,,28.0,,,,,12.925,77.5938,12.974,77.6144,8.0,,
,,,,,,2,,31.933333333333334,,,,,12.925,77.5938,12.974,77.6144,18.0,,
,,,,,,5,,33.8,,,,,12.8452,77.6605,12.9716,77.6412,8.0,,
,,,,,,3,,49.11666666666667,,,,,12.8452,77.6605,12.9716,77.6412,18.0,,
,,,,,,4,,21.966666666666665,,,,,12.925,77.5938,12.9352,77.6245,8.0,,
,,,,,,0,,24.08333333333333,,,,,12.925,77.5938,12.9352,77.6245,18.0,,
,,,,,,3,,60.53333333333333,,,,,12.9698,77.7499,12.8452,77.6605,8.0,,
,,,,,,2,,77.71666666666667,,,,,12.9698,77.7499,12.8452,77.6605,18.0,,
,,,,,,5,,22.516666666666666,,,,,12.8452,77.6605,12.9352,77.6245,8.0,,
,,,,,,6,,24.433333333333334,,,,,12.8452,77.6605,12.9352,77.6245,18.0,,
,,,,,,5,,21.6,,,,,12.9716,77.6412,12.9141,77.6387,8.0,,
,,,,,,3,,33.0,,,,,12.9716,77.6412,12.9141,77.6387,18.0,,
,,,,,,0,,56.38333333333333,,,,,12.925,77.5938,12.9698,77.7499,8.0,,
,,,,,,5,,55.81666666666667,,,,,12.925,77.5938,12.9698,77.7499,18.0,,
,,,,,,6,,15.1,,,,,12.9352,77.6245,12.9716,77.6412,8.0,,
,,,,,,6,,18.883333333333333,,,,,12.9352,77.6245,12.9716,77.6412,18.0,,
,,,,,,5,,21.566666666666663,,,,,12.9352,77.6245,12.8452,77.6605,8.0,,
,,,,,,0,,29.883333333333333,,,,,12.9352,77.6245,12.8452,77.6605,18.0,,
,,,,,,2,,25.1,,,,,12.9352,77.6245,12.974,77.6144,8.0,,
,,,,,,0,,28.416666666666668,,,,,12.9352,77.6245,12.974,77.6144,18.0,,
,,,,,,3,,68.26666666666667,,,,,12.9166,77.6101,13.0286,77.5408,8.0,,
,,,,,,0,,74.96666666666667,,,,,12.9166,77.6101,13.0286,77.5408,18.0,,
,,,,,,5,,21.6,,,,,12.9352,77.6245,12.8452,77.6605,8.0,,
,,,,,,5,,23.45,,,,,12.9352,77.6245,12.8452,77.6605,18.0,,
,,,,,,0,,22.166666666666668,,,,,12.925,77.5938,12.9352,77.6245,8.0,,
,,,,,,1,,24.6,,,,,12.925,77.5938,12.9352,77.6245,18.0,,
,,,,,,4,,42.9,,,,,12.9716,77.6412,12.9166,77.6101,8.0,,
,,,,,,6,,45.5,,,,,12.9716,77.6412,12.9166,77.6101,18.0,,
,,,,,,4,,26.566666666666663,,,,,12.8452,77.6605,12.925,77.5938,8.0,,
,,,,,,3,,32.6,,,,,12.8452,77.6605,12.925,77.5938,18.0,,
,,,,,,3,,39.41666666666666,,,,,12.9352,77.6245,12.9569,77.7011,8.0,,
,,,,,,4,,45.88333333333333,,,,,12.9352,77.6245,12.9569,77.7011,18.0,,
,,,,,,5,,27.58333333333333,,,,,12.9352,77.6245,12.9166,77.6101,8.0,,
,,,,,,6,,28.95,,,,,12.9352,77.6245,12.9166,77.6101,18.0,,
,,,,,,1,,16.533333333333335,,,,,12.9141,77.6387,12.9352,77.6245,8.0,,
,,,,,,1,,17.783333333333335,,,,,12.9141,77.6387,12.9352,77.6245,18.0,,
,,,,,,1,,57.23333333333333,,,,,12.9698,77.7499,12.974,77.6144,8.0,,
,,,,,,6,,50.266666666666666,,,,,12.9698,77.7499,12.974,77.6144,18.0,,
,,,,,,4,,15.7,,,,,12.925,77.5938,12.9141,77.6387,8.0,,
,,,,,,6,,15.283333333333331,,,,,12.925,77.5938,12.9141,77.6387,18.0,,
,,,,,,6,,19.85,,,,,12.9352,77.6245,12.974,77.6144,8.0,,
,,,,,,1,,29.016666666666666,,,,,12.9352,77.6245,12.974,77.6144,18.0,,
,,,,,,3,,50.0,,,,,12.9166,77.6101,12.9698,77.7499,8.0,,
,,,,,,0,,53.68333333333333,,,,,12.9166,77.6101,12.9698,77.7499,18.0,,
,,,,,,2,,41.2,,,,,12.9166,77.6101,12.974,77.6144,8.0,,
,,,,,,5,,41.28333333333333,,,,,12.9166,77.6101,12.974,77.6144,18.0,,
,,,,,,3,,24.6,,,,,12.9352,77.6245,12.974,77.6144,8.0,,
,,,,,,5,,25.466666666666665,,,,,12.9352,77.6245,12.974,77.6144,18.0,,
,,,,,,4,,21.933333333333334,,,,,12.925,77.5938,12.9352,77.6245,8.0,,
,,,,,,5,,23.166666666666668,,,,,12.925,77.5938,12.9352,77.6245,18.0,,
,,,,,,2,,18.616666666666667,,,,,12.9569,77.7011,12.9698,77.7499,8.0,,
,,,,,,4,,26.316666666666663,,,,,12.9569,77.7011,12.9698,77.7499,18.0,,
,,,,,,5,,51.71666666666667,,,,,12.9569,77.7011,13.0286,77.5408,8.0,,
,,,,,,0,,74.05,,,,,12.9569,77.7011,13.0286,77.5408,18.0,,
,,,,,,2,,37.56666666666667,,,,,12.9716,77.6412,12.9698,77.7499,8.0,,
,,,,,,0,,48.0,,,,,12.9716,77.6412,12.9698,77.7499,18.0,,
,,,,,,3,,55.68333333333333,,,,,13.0286,77.5408,12.9166,77.6101,8.0,,
,,,,,,5,,61.5,,,,,13.0286,77.5408,12.9166,77.6101,18.0,,
,,,,,,1,,67.66666666666667,,,,,12.8452,77.6605,12.9698,77.7499,8.0,,
,,,,,,6,,53.833333333333336,,,,,12.8452,77.6605,12.9698,77.7499,18.0,,
,,,,,,3,,25.48333333333333,,,,,12.9352,77.6245,12.974,77.6144,8.0,,
,,,,,,2,,29.53333333333333,,,,,12.9352,77.6245,12.974,77.6144,18.0,,
,,,,,,2,,44.06666666666667,,,,,12.8452,77.6605,12.9716,77.6412,8.0,,
,,,,,,5,,41.766666666666666,,,,,12.8452,77.6605,12.9716,77.6412,18.0,,
,,,,,,4,,65.83333333333333,,,,,12.9698,77.7499,13.0286,77.5408,8.0,,
,,,,,,4,,85.85,,,,,12.9698,77.7499,13.0286,77.5408,18.0,,
,,,,,,0,,27.55,,,,,12.974,77.6144,12.925,77.5938,8.0,,
,,,,,,1,,34.416666666666664,,,,,12.974,77.6144,12.925,77.5938,18.0,,
,,,,,,0,,34.06666666666667,,,,,12.9716,77.6412,12.925,77.5938,8.0,,
,,,,,,1,,43.78333333333333,,,,,12.9716,77.6412,12.925,77.5938,18.0,,
,,,,,,1,,48.6,,,,,12.925,77.5938,13.0286,77.5408,8.0,,
,,,,,,6,,48.75,,,,,12.925,77.5938,13.0286,77.5408,18.0,,
,,,,,,4,,22.7,,,,,12.9569,77.7011,12.9716,77.6412,8.0,,
,,,,,,3,,28.83333333333333,,,,,12.9569,77.7011,12.9716,77.6412,18.0,,
,,,,,,6,,30.466666666666665,,,,,12.9716,77.6412,12.9698,77.7499,8.0,,
,,,,,,0,,46.88333333333333,,,,,12.9716,77.6412,12.9698,77.7499,18.0,,
,,,,,,4,,15.35,,,,,12.925,77.5938,12.9141,77.6387,8.0,,
,,,,,,6,,15.3,,,,,12.925,77.5938,12.9141,77.6387,18.0,,
,,,,,,0,,49.083333333333336,,,,,13.0286,77.5408,12.925,77.5938,8.0,,
,,,,,,5,,54.71666666666667,,,,,13.0286,77.5408,12.925,77.5938,18.0,,
,,,,,,1,,41.13333333333333,,,,,12.9716,77.6412,12.8452,77.6605,8.0,,
,,,,,,4,,49.3,,,,,12.9716,77.6412,12.8452,77.6605,18.0,,
,,,,,,5,,33.68333333333333,,,,,12.8452,77.6605,12.9716,77.6412,8.0,,
,,,,,,2,,49.71666666666667,,,,,12.8452,77.6605,12.9716,77.6412,18.0,,
,,,,,,0,,30.33333333333333,,,,,12.9569,77.7011,12.974,77.6144,8.0,,
,,,,,,5,,32.333333333333336,,,,,12.9569,77.7011,12.974,77.6144,18.0,,
,,,,,,1,,16.633333333333333,,,,,12.9141,77.6387,12.9352,77.6245,8.0,,
,,,,,,1,,17.833333333333332,,,,,12.9141,77.6387,12.9352,77.6245,18.0,,
,,,,,,4,,21.4,,,,,12.9166,77.6101,12.925,77.5938,8.0,,
,,,,,,2,,29.15,,,,,12.9166,77.6101,12.925,77.5938,18.0,,
,,,,,,4,,24.316666666666663,,,,,12.9569,77.7011,12.9141,77.6387,8.0,,
,,,,,,1,,31.48333333333333,,,,,12.9569,77.7011,12.9141,77.6387,18.0,,
,,,,,,5,,25.33333333333333,,,,,12.9141,77.6387,12.9569,77.7011,8.0,,
,,,,,,5,,30.0,,,,,12.9141,77.6387,12.9569,77.7011,18.0,,
,,,,,,0,,25.0,,,,,12.9716,77.6412,12.9141,77.6387,8.0,,
,,,,,,3,,32.25,,,,,12.9716,77.6412,12.9141,77.6387,18.0,,
,,,,,,5,,23.3,,,,,12.9569,77.7011,12.9352,77.6245,8.0,,
,,,,,,2,,37.35,,,,,12.9569,77.7011,12.9352,77.6245,18.0,,
,,,,,,2,,64.18333333333334,,,,,12.8452,77.6605,12.9698,77.7499,8.0,,
,,,,,,1,,73.76666666666667,,,,,12.8452,77.6605,12.9698,77.7499,18.0,,
,,,,,,0,,42.56666666666667,,,,,12.9698,77.7499,12.9141,77.6387,8.0,,
,,,,,,6,,37.81666666666667,,,,,12.9698,77.7499,12.9141,77.6387,18.0,,
,,,,,,5,,46.71666666666667,,,,,12.925,77.5938,12.9698,77.7499,8.0,,
,,,,,,5,,58.3,,,,,12.925,77.5938,12.9698,77.7499,18.0,,
,,,,,,5,,23.1,,,,,12.925,77.5938,12.8452,77.6605,8.0,,
,,,,,,0,,31.416666666666668,,,,,12.925,77.5938,12.8452,77.6605,18.0,,
,,,,,,5,,48.2,,,,,12.925,77.5938,13.0286,77.5408,8.0,,
,,,,,,4,,60.16666666666666,,,,,12.925,77.5938,13.0286,77.5408,18.0,,
,,,,,,5,,10.733333333333333,,,,,12.9352,77.6245,12.9141,77.6387,8.0,,
,,,,,,5,,13.6,,,,,12.9352,77.6245,12.9141,77.6387,18.0,,
,,,,,,4,,61.833333333333336,,,,,13.0286,77.5408,12.8452,77.6605,8.0,,
,,,,,,3,,69.38333333333334,,,,,13.0286,77.5408,12.8452,77.6605,18.0,,
,,,,,,4,,24.316666666666663,,,,,12.9569,77.7011,12.9141,77.6387,8.0,,
,,,,,,5,,24.683333333333334,,,,,12.9569,77.7011,12.9141,77.6387,18.0,,
,,,,,,3,,16.683333333333334,,,,,12.9166,77.6101,12.8452,77.6605,8.0,,
,,,,,,0,,21.45,,,,,12.9166,77.6101,12.8452,77.6605,18.0,,
,,,,,,3,,12.666666666666666,,,,,12.9352,77.6245,12.9141,77.6387,8.0,,
,,,,,,2,,15.25,,,,,12.9352,77.6245,12.9141,77.6387,18.0,,
,,,,,,6,,31.33333333333333,,,,,12.974,77.6144,12.9166,77.6101,8.0,,
,,,,,,4,,44.56666666666667,,,,,12.974,77.6144,12.9166,77.6101,18.0,,
,,,,,,0,,48.68333333333333,,,,,12.9166,77.6101,12.9698,77.7499,8.0,,
,,,,,,5,,49.31666666666667,,,,,12.9166,77.6101,12.9698,77.7499,18.0,,
,,,,,,5,,37.65,,,,,12.9698,77.7499,12.9716,77.6412,8.0,,
,,,,,,0,,52.88333333333333,,,,,12.9698,77.7499,12.9716,77.6412,18.0,,
,,,,,,2,,12.533333333333331,,,,,12.9352,77.6245,12.9141,77.6387,8.0,,
,,,,,,6,,11.9,,,,,12.9352,77.6245,12.9141,77.6387,18.0,,
,,,,,,4,,20.6,,,,,12.974,77.6144,12.9352,77.6245,8.0,,
,,,,,,5,,21.85,,,,,12.974,77.6144,12.9352,77.6245,18.0,,
,,,,,,3,,41.21666666666667,,,,,12.9716,77.6412,12.8452,77.6605,8.0,,
,,,,,,1,,51.85,,,,,12.9716,77.6412,12.8452,77.6605,18.0,,
,,,,,,2,,47.016666666666666,,,,,12.9141,77.6387,12.9698,77.7499,8.0,,
,,,,,,5,,43.2,,,,,12.9141,77.6387,12.9698,77.7499,18.0,,
,,,,,,0,,55.16666666666666,,,,,12.9698,77.7499,12.974,77.6144,8.0,,
,,,,,,5,,59.266666666666666,,,,,12.9698,77.7499,12.974,77.6144,18.0,,
,,,,,,6,,34.983333333333334,,,,,12.925,77.5938,12.9569,77.7011,8.0,,
,,,,,,5,,42.833333333333336,,,,,12.925,77.5938,12.9569,77.7011,18.0,,
,,,,,,0,,74.13333333333334,,,,,13.0286,77.5408,12.9698,77.7499,8.0,,
,,,,,,0,,85.96666666666667,,,,,13.0286,77.5408,12.9698,77.7499,18.0,,
,,,,,,1,,47.55,,,,,13.0286,77.5408,12.925,77.5938,8.0,,
,,,,,,6,,48.56666666666667,,,,,13.0286,77.5408,12.925,77.5938,18.0,,
,,,,,,5,,11.066666666666666,,,,,12.9352,77.6245,12.9141,77.6387,8.0,,
,,,,,,3,,14.95,,,,,12.9352,77.6245,12.9141,77.6387,18.0,,
,,,,,,2,,55.3,,,,,13.0286,77.5408,12.9166,77.6101,8.0,,
,,,,,,5,,60.91666666666666,,,,,13.0286,77.5408,12.9166,77.6101,18.0,,
,,,,,,1,,26.15,,,,,12.9569,77.7011,12.9141,77.6387,8.0,,
,,,,,,6,,22.48333333333333,,,,,12.9569,77.7011,12.9141,77.6387,18.0,,
,,,,,,6,,21.3,,,,,12.8452,77.6605,12.9352,77.6245,8.0,,
,,,,,,2,,31.933333333333334,,,,,12.8452,77.6605,12.9352,77.6245,18.0,,
,,,,,,1,,26.28333333333333,,,,,12.9569,77.7011,12.9141,77.6387,8.0,,
,,,,,,5,,24.7,,,,,12.9569,77.7011,12.9141,77.6387,18.0,,
,,,,,,0,,36.66666666666666,,,,,12.974,77.6144,12.9569,77.7011,8.0,,
,,,,,,0,,44.45,,,,,12.974,77.6144,12.9569,77.7011,18.0,,
,,,,,,2,,47.016666666666666,,,,,12.9141,77.6387,12.9698,77.7499,8.0,,
,,,,,,2,,56.15,,,,,12.9141,77.6387,12.9698,77.7499,18.0,,
,,,,,,4,,41.016666666666666,,,,,12.9698,77.7499,12.9141,77.6387,8.0,,
,,,,,,3,,51.41666666666666,,,,,12.9698,77.7499,12.9141,77.6387,18.0,,
,,,,,,6,,36.4,,,,,12.9166,77.6101,12.9698,77.7499,8.0,,
,,,,,,0,,54.73333333333333,,,,,12.9166,77.6101,12.9698,77.7499,18.0,,
,,,,,,2,,70.53333333333333,,,,,13.0286,77.5408,12.9569,77.7011,8.0,,
,,,,,,6,,60.86666666666667,,,,,13.0286,77.5408,12.9569,77.7011,18.0,,
,,,,,,5,,20.683333333333334,,,,,12.9569,77.7011,12.9716,77.6412,8.0,,
,,,,,,5,,24.966666666666665,,,,,12.9569,77.7011,12.9716,77.6412,18.0,,
,,,,,,6,,47.083333333333336,,,,,12.9569,77.7011,13.0286,77.5408,8.0,,
,,,,,,3,,81.9,,,,,12.9569,77.7011,13.0286,77.5408,18.0,,
,,,,,,6,,25.016666666666666,,,,,12.9141,77.6387,12.9569,77.7011,8.0,,
,,,,,,0,,39.61666666666667,,,,,12.9141,77.6387,12.9569,77.7011,18.0,,
,,,,,,0,,18.25,,,,,12.9352,77.6245,12.9716,77.6412,8.0,,
,,,,,,2,,22.516666666666666,,,,,12.9352,77.6245,12.9716,77.6412,18.0,,
,,,,,,0,,61.98333333333333,,,,,13.0286,77.5408,12.8452,77.6605,8.0,,
,,,,,,1,,67.76666666666667,,,,,13.0286,77.5408,12.8452,77.6605,18.0,,
,,,,,,5,,37.7,,,,,12.974,77.6144,12.9698,77.7499,8.0,,
,,,,,,2,,59.55,,,,,12.974,77.6144,12.9698,77.7499,18.0,,
,,,,,,1,,8.916666666666666,,,,,12.925,77.5938,12.9166,77.6101,8.0,,
,,,,,,3,,9.783333333333331,,,,,12.925,77.5938,12.9166,77.6101,18.0,,
,,,,,,2,,31.066666666666663,,,,,12.9569,77.7011,12.9352,77.6245,8.0,,
,,,,,,0,,35.28333333333333,,,,,12.9569,77.7011,12.9352,77.6245,18.0,,
,,,,,,3,,31.466666666666665,,,,,12.9569,77.7011,12.974,77.6144,8.0,,
,,,,,,1,,38.9,,,,,12.9569,77.7011,12.974,77.6144,18.0,,
,,,,,,5,,30.416666666666668,,,,,12.9352,77.6245,12.9569,77.7011,8.0,,
,,,,,,1,,47.81666666666667,,,,,12.9352,77.6245,12.9569,77.7011,18.0,,
,,,,,,5,,38.68333333333333,,,,,12.9166,77.6101,12.9698,77.7499,8.0,,
,,,,,,0,,57.81666666666667,,,,,12.9166,77.6101,12.9698,77.7499,18.0,,
,,,,,,0,,24.266666666666666,,,,,12.9352,77.6245,12.974,77.6144,8.0,,
,,,,,,5,,25.766666666666666,,,,,12.9352,77.6245,12.974,77.6144,18.0,,
,,,,,,1,,27.55,,,,,12.974,77.6144,12.925,77.5938,8.0,,
,,,,,,0,,34.06666666666667,,,,,12.974,77.6144,12.925,77.5938,18.0,,
,,,,,,0,,42.63333333333333,,,,,12.974,77.6144,12.9698,77.7499,8.0,,
,,,,,,2,,55.88333333333333,,,,,12.974,77.6144,12.9698,77.7499,18.0,,
,,,,,,0,,60.05,,,,,13.0286,77.5408,12.9141,77.6387,8.0,,
,,,,,,0,,67.86666666666666,,,,,13.0286,77.5408,12.9141,77.6387,18.0,,
,,,,,,4,,7.35,,,,,12.9166,77.6101,12.9141,77.6387,8.0,,
,,,,,,4,,8.35,,,,,12.9166,77.6101,12.9141,77.6387,18.0,,
,,,,,,6,,47.9,,,,,12.8452,77.6605,12.9698,77.7499,8.0,,
,,,,,,2,,70.7,,,,,12.8452,77.6605,12.9698,77.7499,18.0,,
,,,,,,3,,31.933333333333334,,,,,12.9141,77.6387,12.9716,77.6412,8.0,,
,,,,,,0,,36.75,,,,,12.9141,77.6387,12.9716,77.6412,18.0,,
,,,,,,6,,51.56666666666667,,,,,13.0286,77.5408,12.9569,77.7011,8.0,,
,,,,,,0,,75.23333333333333,,,,,13.0286,77.5408,12.9569,77.7011,18.0,,
,,,,,,0,,17.866666666666667,,,,,12.9716,77.6412,12.974,77.6144,8.0,,
,,,,,,0,,19.666666666666668,,,,,12.9716,77.6412,12.974,77.6144,18.0,,
,,,,,,1,,63.35,,,,,12.9698,77.7499,12.8452,77.6605,8.0,,
,,,,,,1,,76.15,,,,,12.9698,77.7499,12.8452,77.6605,18.0,,
,,,,,,0,,62.23333333333333,,,,,13.0286,77.5408,12.8452,77.6605,8.0,,
,,,,,,5,,69.2,,,,,13.0286,77.5408,12.8452,77.6605,18.0,,
,,,,,,3,,68.05,,,,,12.9698,77.7499,13.0286,77.5408,8.0,,
,,,,,,1,,86.76666666666667,,,,,12.9698,77.7499,13.0286,77.5408,18.0,,
,,,,,,5,,30.133333333333333,,,,,12.9141,77.6387,12.974,77.6144,8.0,,
,,,,,,6,,32.766666666666666,,,,,12.9141,77.6387,12.974,77.6144,18.0,,
,,,,,,4,,24.23333333333333,,,,,12.9716,77.6412,12.9141,77.6387,8.0,,
,,,,,,0,,30.966666666666665,,,,,12.9716,77.6412,12.9141,77.6387,18.0,,
,,,,,,1,,33.63333333333333,,,,,13.0286,77.5408,12.974,77.6144,8.0,,
,,,,,,6,,32.3,,,,,13.0286,77.5408,12.974,77.6144,18.0,,
,,,,,,5,,30.866666666666667,,,,,12.925,77.5938,12.9716,77.6412,8.0,,
,,,,,,2,,45.9,,,,,12.925,77.5938,12.9716,77.6412,18.0,,
,,,,,,6,,53.1,,,,,12.9141,77.6387,13.0286,77.5408,8.0,,
,,,,,,3,,79.48333333333333,,,,,12.9141,77.6387,13.0286,77.5408,18.0,,
,,,,,,1,,37.68333333333333,,,,,12.8452,77.6605,12.9166,77.6101,8.0,,
,,,,,,0,,43.63333333333333,,,,,12.8452,77.6605,12.9166,77.6101,18.0,,
,,,,,,4,,20.78333333333333,,,,,12.9166,77.6101,12.925,77.5938,8.0,,
,,,,,,0,,29.183333333333334,,,,,12.9166,77.6101,12.925,77.5938,18.0,,
,,,,,,5,,50.16666666666666,,,,,12.9352,77.6245,13.0286,77.5408,8.0,,
,,,,,,3,,70.15,,,,,12.9352,77.6245,13.0286,77.5408,18.0,,
,,,,,,5,,50.3,,,,,12.9352,77.6245,13.0286,77.5408,8.0,,
,,,,,,2,,68.96666666666667,,,,,12.9352,77.6245,13.0286,77.5408,18.0,,
,,,,,,1,,63.11666666666667,,,,,12.9698,77.7499,12.8452,77.6605,8.0,,
,,,,,,6,,53.9,,,,,12.9698,77.7499,12.8452,77.6605,18.0,,
,,,,,,4,,36.0,,,,,12.9166,77.6101,12.9716,77.6412,8.0,,
,,,,,,4,,42.85,,,,,12.9166,77.6101,12.9716,77.6412,18.0,,
,,,,,,6,,39.28333333333333,,,,,12.9698,77.7499,12.9352,77.6245,8.0,,
,,,,,,4,,62.9,,,,,12.9698,77.7499,12.9352,77.6245,18.0,,
,,,,,,5,,38.13333333333333,,,,,12.9352,77.6245,12.9698,77.7499,8.0,,
,,,,,,3,,59.0,,,,,12.9352,77.6245,12.9698,77.7499,18.0,,
,,,,,,1,,29.216666666666665,,,,,12.925,77.5938,12.974,77.6144,8.0,,
,,,,,,6,,27.666666666666668,,,,,12.925,77.5938,12.974,77.6144,18.0,,
,,,,,,6,,47.55,,,,,12.9698,77.7499,12.8452,77.6605,8.0,,
,,,,,,4,,72.53333333333333,,,,,12.9698,77.7499,12.8452,77.6605,18.0,,
,,,,,,0,,52.5,,,,,12.9698,77.7499,12.9352,77.6245,8.0,,
,,,,,,4,,60.93333333333333,,,,,12.9698,77.7499,12.9352,77.6245,18.0,,
,,,,,,4,,31.08333333333333,,,,,12.974,77.6144,12.9141,77.6387,8.0,,
,,,,,,2,,40.083333333333336,,,,,12.974,77.6144,12.9141,77.6387,18.0,,
,,,,,,3,,69.18333333333334,,,,,12.9698,77.7499,12.9166,77.6101,8.0,,
,,,,,,3,,89.91666666666667,,,,,12.9698,77.7499,12.9166,77.6101,18.0,,
,,,,,,5,,29.916666666666668,,,,,12.9716,77.6412,12.925,77.5938,8.0,,
,,,,,,6,,34.733333333333334,,,,,12.9716,77.6412,12.925,77.5938,18.0,,
,,,,,,1,,54.71666666666667,,,,,13.0286,77.5408,12.9166,77.6101,8.0,,
,,,,,,0,,62.75,,,,,13.0286,77.5408,12.9166,77.6101,18.0,,
,,,,,,6,,16.183333333333334,,,,,12.9352,77.6245,12.925,77.5938,8.0,,
,,,,,,5,,18.916666666666668,,,,,12.9352,77.6245,12.925,77.5938,18.0,,
,,,,,,4,,24.316666666666663,,,,,12.9716,77.6412,12.9141,77.6387,8.0,,
