home,office,home_lat,home_lon,office_lat,office_lon,day_of_week,time,duration_mins,date,day,direction,travel_time_minutes,Date,OnlyTime
Jayanagar,Yelahanka,12.925,77.5938,13.1007,77.5963,Saturday,2025-03-15 08:45:00,51.73333333333333,,,,,2025-03-15,08:45:00
Kengeri,Sarjapur,12.9141,77.5145,12.8618,77.79,Monday,2025-02-10 08:15:00,74.11666666666666,,,,,2025-02-10,08:15:00
Indiranagar,Electronic City,12.9716,77.6412,12.8452,77.66,Thursday,2025-03-06 08:15:00,40.0,,,,,2025-03-06,08:15:00
Rajajinagar,Indiranagar,12.9911,77.556,12.9716,77.6412,Friday,2025-04-04 08:00:00,38.16666666666666,,,,,2025-04-04,08:00:00
Electronic City,Hebbal,12.8452,77.66,13.0352,77.5912,Sunday,2025-01-12 18:30:00,64.13333333333334,,,,,2025-01-12,18:30:00
Whitefield,Sarjapur,12.9698,77.7499,12.8618,77.79,Thursday,2025-03-06 08:15:00,40.36666666666667,,,,,2025-03-06,08:15:00
Hebbal,Indiranagar,13.0352,77.5912,12.9716,77.6412,Sunday,2025-02-23 18:45:00,35.4,,,,,2025-02-23,18:45:00
Whitefield,HSR Layout,12.9698,77.7499,12.9121,77.6446,Sunday,2025-03-09 18:15:00,38.48333333333333,,,,,2025-03-09,18:15:00
BTM Layout,Jayanagar,12.9166,77.6101,12.925,77.5938,Friday,2025-02-14 08:30:00,21.3,,,,,2025-02-14,08:30:00
Basavanagudi,Malleshwaram,12.9407,77.5848,13.0097,77.569,Wednesday,2025-01-22 18:30:00,40.63333333333333,,,,,2025-01-22,18:30:00
Banashankari,Jayanagar,12.9184,77.5736,12.925,77.5938,Saturday,2025-03-08 18:30:00,12.116666666666667,,,,,2025-03-08,18:30:00
Electronic City,RT Nagar,12.8452,77.66,13.0086,77.5917,Sunday,2025-01-12 18:45:00,55.28333333333333,,,,,2025-01-12,18:45:00
Vijayanagar,Banashankari,12.9798,77.5441,12.9184,77.5736,Wednesday,2025-01-22 08:15:00,40.86666666666667,,,,,2025-01-22,08:15:00
RT Nagar,Indiranagar,13.0086,77.5917,12.9716,77.6412,Monday,2025-01-20 08:15:00,25.45,,,,,2025-01-20,08:15:00
Malleshwaram,HSR Layout,13.0097,77.569,12.9121,77.6446,Friday,2025-03-28 08:45:00,53.48333333333333,,,,,2025-03-28,08:45:00
Sarjapur,BTM Layout,12.8618,77.79,12.9166,77.6101,Sunday,2025-03-23 18:45:00,70.75,,,,,2025-03-23,18:45:00
MG Road,Electronic City,12.9756,77.605,12.8452,77.66,Sunday,2025-03-16 18:30:00,42.45,,,,,2025-03-16,18:30:00
Banashankari,Vijayanagar,12.9184,77.5736,12.9798,77.5441,Friday,2025-01-31 18:45:00,44.583333333333336,,,,,2025-01-31,18:45:00
HSR Layout,Marathahalli,12.9121,77.6446,12.955,77.7019,Friday,2025-02-28 18:00:00,40.3,,,,,2025-02-28,18:00:00
MG Road,Electronic City,12.9756,77.605,12.8452,77.66,Saturday,2025-03-22 08:00:00,37.75,,,,,2025-03-22,08:00:00
Basavanagudi,Indiranagar,12.9407,77.5848,12.9716,77.6412,Monday,2025-02-17 18:30:00,38.41666666666666,,,,,2025-02-17,18:30:00
RT Nagar,Banashankari,13.0086,77.5917,12.9184,77.5736,Thursday,2025-04-03 18:45:00,51.93333333333333,,,,,2025-04-03,18:45:00
Basavanagudi,Yelahanka,12.9407,77.5848,13.1007,77.5963,Friday,2025-04-11 08:30:00,46.31666666666667,,,,,2025-04-11,08:30:00
Yelahanka,MG Road,13.1007,77.5963,12.9756,77.605,Friday,2025-04-04 18:30:00,50.06666666666667,,,,,2025-04-04,18:30:00
Banashankari,Nagavara,12.9184,77.5736,13.0458,77.6245,Sunday,2025-02-23 18:00:00,56.75,,,,,2025-02-23,18:00:00
Hebbal,Marathahalli,13.0352,77.5912,12.955,77.7019,Tuesday,2025-01-21 18:15:00,65.58333333333333,,,,,2025-01-21,18:15:00
Basavanagudi,MG Road,12.9407,77.5848,12.9756,77.605,Tuesday,2025-03-18 18:30:00,23.616666666666667,,,,,2025-03-18,18:30:00
Hebbal,HSR Layout,13.0352,77.5912,12.9121,77.6446,Saturday,2025-03-15 08:45:00,49.833333333333336,,,,,2025-03-15,08:45:00
Sarjapur,Basavanagudi,12.8618,77.79,12.9407,77.5848,Sunday,2025-03-23 08:00:00,62.0,,,,,2025-03-23,08:00:00
Rajajinagar,RT Nagar,12.9911,77.556,13.0086,77.5917,Sunday,2025-03-02 08:45:00,18.35,,,,,2025-03-02,08:45:00
Electronic City,BTM Layout,12.8452,77.66,12.9166,77.6101,Wednesday,2025-02-05 18:30:00,44.18333333333333,,,,,2025-02-05,18:30:00
Banashankari,Basavanagudi,12.9184,77.5736,12.9407,77.5848,Saturday,2025-03-22 18:45:00,14.433333333333334,,,,,2025-03-22,18:45:00
Yelahanka,Rajajinagar,13.1007,77.5963,12.9911,77.556,Saturday,2025-03-15 18:45:00,46.11666666666667,,,,,2025-03-15,18:45:00
BTM Layout,Hebbal,12.9166,77.6101,13.0352,77.5912,Thursday,2025-02-20 08:00:00,62.95,,,,,2025-02-20,08:00:00
Electronic City,Koramangala,12.8452,77.66,12.9352,77.6245,Saturday,2025-03-29 08:45:00,22.933333333333334,,,,,2025-03-29,08:45:00
Whitefield,Rajajinagar,12.9698,77.7499,12.9911,77.556,Saturday,2025-02-08 08:15:00,62.81666666666667,,,,,2025-02-08,08:15:00
Kengeri,Malleshwaram,12.9141,77.5145,13.0097,77.569,Thursday,2025-02-20 08:30:00,44.65,,,,,2025-02-20,08:30:00
BTM Layout,RT Nagar,12.9166,77.6101,13.0086,77.5917,Tuesday,2025-03-04 18:45:00,66.18333333333334,,,,,2025-03-04,18:45:00
Nagavara,Marathahalli,13.0458,77.6245,12.955,77.7019,Friday,2025-03-28 08:15:00,46.583333333333336,,,,,2025-03-28,08:15:00
Sarjapur,Koramangala,12.8618,77.79,12.9352,77.6245,Sunday,2025-03-23 08:15:00,50.68333333333333,,,,,2025-03-23,08:15:00
Rajajinagar,Hebbal,12.9911,77.556,13.0352,77.5912,Thursday,2025-03-20 18:00:00,35.88333333333333,,,,,2025-03-20,18:00:00
Kengeri,MG Road,12.9141,77.5145,12.9756,77.605,Tuesday,2025-02-04 18:15:00,52.81666666666667,,,,,2025-02-04,18:15:00
Sarjapur,Basavanagudi,12.8618,77.79,12.9407,77.5848,Wednesday,2025-01-15 08:00:00,70.56666666666666,,,,,2025-01-15,08:00:00
Marathahalli,Koramangala,12.955,77.7019,12.9352,77.6245,Sunday,2025-03-23 18:00:00,28.516666666666666,,,,,2025-03-23,18:00:00
RT Nagar,Hebbal,13.0086,77.5917,13.0352,77.5912,Wednesday,2025-03-19 08:30:00,13.766666666666667,,,,,2025-03-19,08:30:00
Whitefield,Malleshwaram,12.9698,77.7499,13.0097,77.569,Monday,2025-03-03 18:45:00,79.0,,,,,2025-03-03,18:45:00
Koramangala,Jayanagar,12.9352,77.6245,12.925,77.5938,Saturday,2025-03-15 18:30:00,18.816666666666663,,,,,2025-03-15,18:30:00
Malleshwaram,Hebbal,13.0097,77.569,13.0352,77.5912,Friday,2025-02-07 18:30:00,21.566666666666663,,,,,2025-02-07,18:30:00
Malleshwaram,MG Road,13.0097,77.569,12.9756,77.605,Friday,2025-04-04 18:00:00,30.73333333333333,,,,,2025-04-04,18:00:00
Banashankari,Hebbal,12.9184,77.5736,13.0352,77.5912,Wednesday,2025-01-15 08:00:00,46.35,,,,,2025-01-15,08:00:00
Jayanagar,Sarjapur,12.925,77.5938,12.8618,77.79,Thursday,2025-03-20 18:00:00,67.23333333333333,,,,,2025-03-20,18:00:00
Whitefield,Basavanagudi,12.9698,77.7499,12.9407,77.5848,Friday,2025-02-07 18:15:00,78.91666666666667,,,,,2025-02-07,18:15:00
Banashankari,Nagavara,12.9184,77.5736,13.0458,77.6245,Sunday,2025-02-02 18:00:00,56.75,,,,,2025-02-02,18:00:00
HSR Layout,Rajajinagar,12.9121,77.6446,12.9911,77.556,Wednesday,2025-01-29 08:30:00,54.68333333333333,,,,,2025-01-29,08:30:00
Rajajinagar,Vijayanagar,12.9911,77.556,12.9798,77.5441,Tuesday,2025-01-28 08:15:00,11.066666666666666,,,,,2025-01-28,08:15:00
Electronic City,BTM Layout,12.8452,77.66,12.9166,77.6101,Monday,2025-01-20 08:30:00,37.98333333333333,,,,,2025-01-20,08:30:00
Basavanagudi,Marathahalli,12.9407,77.5848,12.955,77.7019,Friday,2025-03-21 08:00:00,47.833333333333336,,,,,2025-03-21,08:00:00
Electronic City,Hebbal,12.8452,77.66,13.0352,77.5912,Thursday,2025-02-20 18:15:00,82.58333333333333,,,,,2025-02-20,18:15:00
Basavanagudi,Kengeri,12.9407,77.5848,12.9141,77.5145,Monday,2025-03-17 18:30:00,44.35,,,,,2025-03-17,18:30:00
Koramangala,Whitefield,12.9352,77.6245,12.9698,77.7499,Sunday,2025-03-09 08:30:00,35.95,,,,,2025-03-09,08:30:00
Jayanagar,Yelahanka,12.925,77.5938,13.1007,77.5963,Saturday,2025-01-25 08:30:00,51.16666666666666,,,,,2025-01-25,08:30:00
Jayanagar,Basavanagudi,12.925,77.5938,12.9407,77.5848,Monday,2025-03-17 08:45:00,11.55,,,,,2025-03-17,08:45:00
HSR Layout,Sarjapur,12.9121,77.6446,12.8618,77.79,Thursday,2025-03-20 08:00:00,45.56666666666667,,,,,2025-03-20,08:00:00
Yelahanka,Koramangala,13.1007,77.5963,12.9352,77.6245,Friday,2025-03-21 08:45:00,61.56666666666667,,,,,2025-03-21,08:45:00
Jayanagar,Sarjapur,12.925,77.5938,12.8618,77.79,Monday,2025-01-20 18:30:00,68.8,,,,,2025-01-20,18:30:00
BTM Layout,Electronic City,12.9166,77.6101,12.8452,77.66,Monday,2025-02-17 08:15:00,17.366666666666667,,,,,2025-02-17,08:15:00
Vijayanagar,Basavanagudi,12.9798,77.5441,12.9407,77.5848,Monday,2025-03-10 08:00:00,30.166666666666668,,,,,2025-03-10,08:00:00
BTM Layout,HSR Layout,12.9166,77.6101,12.9121,77.6446,Tuesday,2025-04-08 18:30:00,11.666666666666666,,,,,2025-04-08,18:30:00
Marathahalli,Yelahanka,12.955,77.7019,13.1007,77.5963,Saturday,2025-03-29 18:45:00,58.73333333333333,,,,,2025-03-29,18:45:00
Rajajinagar,BTM Layout,12.9911,77.556,12.9166,77.6101,Sunday,2025-03-23 18:15:00,47.016666666666666,,,,,2025-03-23,18:15:00
RT Nagar,BTM Layout,13.0086,77.5917,12.9166,77.6101,Wednesday,2025-04-09 08:00:00,41.766666666666666,,,,,2025-04-09,08:00:00
Kengeri,Jayanagar,12.9141,77.5145,12.925,77.5938,Tuesday,2025-03-04 18:15:00,45.68333333333333,,,,,2025-03-04,18:15:00
Indiranagar,BTM Layout,12.9716,77.6412,12.9166,77.6101,Sunday,2025-03-30 18:15:00,46.46666666666667,,,,,2025-03-30,18:15:00
Sarjapur,MG Road,12.8618,77.79,12.9756,77.605,Wednesday,2025-02-26 18:00:00,92.78333333333332,,,,,2025-02-26,18:00:00
Kengeri,Banashankari,12.9141,77.5145,12.9184,77.5736,Sunday,2025-02-09 18:15:00,32.6,,,,,2025-02-09,18:15:00
Rajajinagar,Koramangala,12.9911,77.556,12.9352,77.6245,Monday,2025-03-31 08:00:00,45.583333333333336,,,,,2025-03-31,08:00:00
Vijayanagar,Yelahanka,12.9798,77.5441,13.1007,77.5963,Monday,2025-04-07 08:45:00,38.13333333333333,,,,,2025-04-07,08:45:00
Yelahanka,Vijayanagar,13.1007,77.5963,12.9798,77.5441,Thursday,2025-01-30 18:30:00,52.63333333333333,,,,,2025-01-30,18:30:00
HSR Layout,Hebbal,12.9121,77.6446,13.0352,77.5912,Friday,2025-02-21 18:45:00,74.0,,,,,2025-02-21,18:45:00
Electronic City,Yelahanka,12.8452,77.66,13.1007,77.5963,Wednesday,2025-01-29 18:45:00,85.03333333333333,,,,,2025-01-29,18:45:00
Sarjapur,Banashankari,12.8618,77.79,12.9184,77.5736,Monday,2025-01-20 18:15:00,79.21666666666667,,,,,2025-01-20,18:15:00
Sarjapur,Kengeri,12.8618,77.79,12.9141,77.5145,Tuesday,2025-03-25 08:45:00,80.28333333333333,,,,,2025-03-25,08:45:00
Electronic City,Malleshwaram,12.8452,77.66,13.0097,77.569,Friday,2025-03-21 18:00:00,69.13333333333334,,,,,2025-03-21,18:00:00
Koramangala,Kengeri,12.9352,77.6245,12.9141,77.5145,Friday,2025-03-07 08:30:00,51.13333333333333,,,,,2025-03-07,08:30:00
Yelahanka,Indiranagar,13.1007,77.5963,12.9716,77.6412,Tuesday,2025-03-11 18:00:00,58.48333333333333,,,,,2025-03-11,18:00:00
Nagavara,Jayanagar,13.0458,77.6245,12.925,77.5938,Tuesday,2025-01-14 18:30:00,70.25,,,,,2025-01-14,18:30:00
MG Road,Hebbal,12.9756,77.605,13.0352,77.5912,Tuesday,2025-03-04 08:45:00,26.616666666666667,,,,,2025-03-04,08:45:00
RT Nagar,Rajajinagar,13.0086,77.5917,12.9911,77.556,Wednesday,2025-04-02 08:45:00,20.4,,,,,2025-04-02,08:45:00
Yelahanka,Banashankari,13.1007,77.5963,12.9184,77.5736,Wednesday,2025-03-05 08:15:00,66.83333333333333,,,,,2025-03-05,08:15:00
Kengeri,RT Nagar,12.9141,77.5145,13.0086,77.5917,Sunday,2025-01-12 18:30:00,50.93333333333333,,,,,2025-01-12,18:30:00
Nagavara,Vijayanagar,13.0458,77.6245,12.9798,77.5441,Saturday,2025-03-08 08:30:00,40.98333333333333,,,,,2025-03-08,08:30:00
Koramangala,Whitefield,12.9352,77.6245,12.9698,77.7499,Monday,2025-02-03 08:15:00,44.43333333333333,,,,,2025-02-03,08:15:00
Hebbal,RT Nagar,13.0352,77.5912,13.0086,77.5917,Thursday,2025-03-20 18:00:00,10.6,,,,,2025-03-20,18:00:00
Indiranagar,HSR Layout,12.9716,77.6412,12.9121,77.6446,Sunday,2025-02-09 08:30:00,23.25,,,,,2025-02-09,08:30:00
Nagavara,Whitefield,13.0458,77.6245,12.9698,77.7499,Friday,2025-01-17 18:30:00,58.88333333333333,,,,,2025-01-17,18:30:00
Banashankari,Whitefield,12.9184,77.5736,12.9698,77.7499,Wednesday,2025-01-22 08:30:00,63.43333333333333,,,,,2025-01-22,08:30:00
Indiranagar,Vijayanagar,12.9716,77.6412,12.9798,77.5441,Friday,2025-03-07 08:30:00,44.7,,,,,2025-03-07,08:30:00
Nagavara,Koramangala,13.0458,77.6245,12.9352,77.6245,Tuesday,2025-03-18 08:15:00,59.03333333333333,,,,,2025-03-18,08:15:00
BTM Layout,Electronic City,12.9166,77.6101,12.8452,77.66,Monday,2025-03-03 08:15:00,17.366666666666667,,,,,2025-03-03,08:15:00
MG Road,Banashankari,12.9756,77.605,12.9184,77.5736,Monday,2025-03-24 18:00:00,40.56666666666667,,,,,2025-03-24,18:00:00
Jayanagar,Koramangala,12.925,77.5938,12.9352,77.6245,Friday,2025-01-17 18:00:00,25.183333333333334,,,,,2025-01-17,18:00:00
Vijayanagar,Indiranagar,12.9798,77.5441,12.9716,77.6412,Thursday,2025-02-27 08:30:00,48.13333333333333,,,,,2025-02-27,08:30:00
Yelahanka,Rajajinagar,13.1007,77.5963,12.9911,77.556,Wednesday,2025-04-02 18:30:00,49.78333333333333,,,,,2025-04-02,18:30:00
Marathahalli,Nagavara,12.955,77.7019,13.0458,77.6245,Thursday,2025-01-23 08:00:00,38.63333333333333,,,,,2025-01-23,08:00:00
Nagavara,RT Nagar,13.0458,77.6245,13.0086,77.5917,Tuesday,2025-02-11 08:15:00,26.3,,,,,2025-02-11,08:15:00
Vijayanagar,Nagavara,12.9798,77.5441,13.0458,77.6245,Friday,2025-03-21 18:45:00,48.8,,,,,2025-03-21,18:45:00
Nagavara,Koramangala,13.0458,77.6245,12.9352,77.6245,Friday,2025-02-07 18:00:00,67.91666666666667,,,,,2025-02-07,18:00:00
Vijayanagar,HSR Layout,12.9798,77.5441,12.9121,77.6446,Friday,2025-04-04 18:15:00,62.1,,,,,2025-04-04,18:15:00
Kengeri,Jayanagar,12.9141,77.5145,12.925,77.5938,Friday,2025-02-28 08:30:00,41.45,,,,,2025-02-28,08:30:00
Nagavara,MG Road,13.0458,77.6245,12.9756,77.605,Monday,2025-02-17 08:45:00,44.13333333333333,,,,,2025-02-17,08:45:00
BTM Layout,Banashankari,12.9166,77.6101,12.9184,77.5736,Wednesday,2025-04-09 18:45:00,38.73333333333333,,,,,2025-04-09,18:45:00
Hebbal,HSR Layout,13.0352,77.5912,12.9121,77.6446,Tuesday,2025-02-18 18:30:00,65.75,,,,,2025-02-18,18:30:00
Electronic City,Marathahalli,12.8452,77.66,12.955,77.7019,Tuesday,2025-04-01 08:00:00,57.333333333333336,,,,,2025-04-01,08:00:00
Indiranagar,Jayanagar,12.9716,77.6412,12.925,77.5938,Tuesday,2025-01-14 18:15:00,45.083333333333336,,,,,2025-01-14,18:15:00
BTM Layout,Electronic City,12.9166,77.6101,12.8452,77.66,Tuesday,2025-04-08 18:15:00,22.23333333333333,,,,,2025-04-08,18:15:00
Jayanagar,Yelahanka,12.925,77.5938,13.1007,77.5963,Sunday,2025-03-23 18:45:00,54.3,,,,,2025-03-23,18:45:00
Rajajinagar,Hebbal,12.9911,77.556,13.0352,77.5912,Thursday,2025-04-10 08:00:00,28.55,,,,,2025-04-10,08:00:00
MG Road,Jayanagar,12.9756,77.605,12.925,77.5938,Friday,2025-03-21 08:15:00,24.55,,,,,2025-03-21,08:15:00
HSR Layout,Marathahalli,12.9121,77.6446,12.955,77.7019,Wednesday,2025-03-26 08:30:00,36.766666666666666,,,,,2025-03-26,08:30:00
Whitefield,BTM Layout,12.9698,77.7499,12.9166,77.6101,Thursday,2025-01-30 08:30:00,71.55,,,,,2025-01-30,08:30:00
Basavanagudi,Vijayanagar,12.9407,77.5848,12.9798,77.5441,Sunday,2025-01-19 18:00:00,34.61666666666667,,,,,2025-01-19,18:00:00
Yelahanka,Malleshwaram,13.1007,77.5963,13.0097,77.569,Tuesday,2025-01-14 08:15:00,28.1,,,,,2025-01-14,08:15:00
Electronic City,Kengeri,12.8452,77.66,12.9141,77.5145,Saturday,2025-01-25 08:30:00,44.266666666666666,,,,,2025-01-25,08:30:00
Jayanagar,Malleshwaram,12.925,77.5938,13.0097,77.569,Wednesday,2025-02-05 18:00:00,53.2,,,,,2025-02-05,18:00:00
BTM Layout,Hebbal,12.9166,77.6101,13.0352,77.5912,Sunday,2025-03-09 18:00:00,58.083333333333336,,,,,2025-03-09,18:00:00
Kengeri,Sarjapur,12.9141,77.5145,12.8618,77.79,Thursday,2025-01-16 08:45:00,75.2,,,,,2025-01-16,08:45:00
Rajajinagar,Sarjapur,12.9911,77.556,12.8618,77.79,Wednesday,2025-04-09 08:00:00,90.5,,,,,2025-04-09,08:00:00
Nagavara,Rajajinagar,13.0458,77.6245,12.9911,77.556,Wednesday,2025-03-26 08:15:00,40.91666666666666,,,,,2025-03-26,08:15:00
Rajajinagar,Yelahanka,12.9911,77.556,13.1007,77.5963,Saturday,2025-02-15 18:30:00,42.31666666666667,,,,,2025-02-15,18:30:00
Electronic City,Vijayanagar,12.8452,77.66,12.9798,77.5441,Sunday,2025-03-09 18:45:00,48.45,,,,,2025-03-09,18:45:00
HSR Layout,RT Nagar,12.9121,77.6446,13.0086,77.5917,Sunday,2025-01-19 18:00:00,53.78333333333333,,,,,2025-01-19,18:00:00
Sarjapur,Marathahalli,12.8618,77.79,12.955,77.7019,Thursday,2025-01-30 18:30:00,62.88333333333333,,,,,2025-01-30,18:30:00
Rajajinagar,Nagavara,12.9911,77.556,13.0458,77.6245,Thursday,2025-03-06 08:00:00,36.61666666666667,,,,,2025-03-06,08:00:00
Basavanagudi,Indiranagar,12.9407,77.5848,12.9716,77.6412,Sunday,2025-03-23 18:00:00,34.666666666666664,,,,,2025-03-23,18:00:00
HSR Layout,Whitefield,12.9121,77.6446,12.9698,77.7499,Saturday,2025-04-05 18:00:00,46.66666666666666,,,,,2025-04-05,18:00:00
Sarjapur,Kengeri,12.8618,77.79,12.9141,77.5145,Wednesday,2025-03-26 18:00:00,89.68333333333334,,,,,2025-03-26,18:00:00
Jayanagar,Basavanagudi,12.925,77.5938,12.9407,77.5848,Monday,2025-01-20 08:30:00,11.5,,,,,2025-01-20,08:30:00
RT Nagar,Marathahalli,13.0086,77.5917,12.955,77.7019,Monday,2025-03-24 18:30:00,62.583333333333336,,,,,2025-03-24,18:30:00
Hebbal,Whitefield,13.0352,77.5912,12.9698,77.7499,Monday,2025-03-17 08:15:00,65.91666666666667,,,,,2025-03-17,08:15:00
Jayanagar,HSR Layout,12.925,77.5938,12.9121,77.6446,Wednesday,2025-03-12 18:30:00,21.666666666666668,,,,,2025-03-12,18:30:00
Malleshwaram,MG Road,13.0097,77.569,12.9756,77.605,Monday,2025-02-10 18:15:00,29.33333333333333,,,,,2025-02-10,18:15:00
Sarjapur,Jayanagar,12.8618,77.79,12.925,77.5938,Thursday,2025-02-27 18:00:00,74.06666666666666,,,,,2025-02-27,18:00:00
Sarjapur,Indiranagar,12.8618,77.79,12.9716,77.6412,Monday,2025-04-07 18:15:00,81.15,,,,,2025-04-07,18:15:00
Sarjapur,Vijayanagar,12.8618,77.79,12.9798,77.5441,Thursday,2025-02-06 18:45:00,95.91666666666669,,,,,2025-02-06,18:45:00
Hebbal,Basavanagudi,13.0352,77.5912,12.9407,77.5848,Saturday,2025-02-01 18:00:00,41.31666666666667,,,,,2025-02-01,18:00:00
Vijayanagar,Rajajinagar,12.9798,77.5441,12.9911,77.556,Tuesday,2025-02-04 08:00:00,10.066666666666666,,,,,2025-02-04,08:00:00
Banashankari,BTM Layout,12.9184,77.5736,12.9166,77.6101,Monday,2025-02-10 18:15:00,12.133333333333333,,,,,2025-02-10,18:15:00
Yelahanka,Whitefield,13.1007,77.5963,12.9698,77.7499,Monday,2025-03-24 18:00:00,77.98333333333333,,,,,2025-03-24,18:00:00
Indiranagar,Banashankari,12.9716,77.6412,12.9184,77.5736,Monday,2025-01-13 18:00:00,53.266666666666666,,,,,2025-01-13,18:00:00
Yelahanka,RT Nagar,13.1007,77.5963,13.0086,77.5917,Friday,2025-03-07 08:45:00,24.65,,,,,2025-03-07,08:45:00
Yelahanka,Vijayanagar,13.1007,77.5963,12.9798,77.5441,Monday,2025-02-24 18:00:00,51.73333333333333,,,,,2025-02-24,18:00:00
Malleshwaram,Basavanagudi,13.0097,77.569,12.9407,77.5848,Monday,2025-04-07 08:45:00,34.11666666666667,,,,,2025-04-07,08:45:00
Basavanagudi,Jayanagar,12.9407,77.5848,12.925,77.5938,Wednesday,2025-02-12 18:00:00,10.366666666666667,,,,,2025-02-12,18:00:00
Rajajinagar,Kengeri,12.9911,77.556,12.9141,77.5145,Sunday,2025-02-23 08:15:00,30.0,,,,,2025-02-23,08:15:00
Kengeri,Marathahalli,12.9141,77.5145,12.955,77.7019,Sunday,2025-02-02 08:45:00,66.43333333333334,,,,,2025-02-02,08:45:00
Indiranagar,Electronic City,12.9716,77.6412,12.8452,77.66,Wednesday,2025-02-26 08:45:00,41.6,,,,,2025-02-26,08:45:00
Sarjapur,BTM Layout,12.8618,77.79,12.9166,77.6101,Thursday,2025-03-20 08:30:00,74.06666666666666,,,,,2025-03-20,08:30:00
MG Road,Sarjapur,12.9756,77.605,12.8618,77.79,Monday,2025-03-31 18:45:00,87.0,,,,,2025-03-31,18:45:00
Electronic City,Koramangala,12.8452,77.66,12.9352,77.6245,Friday,2025-01-17 18:45:00,31.48333333333333,,,,,2025-01-17,18:45:00
Jayanagar,BTM Layout,12.925,77.5938,12.9166,77.6101,Thursday,2025-02-27 08:15:00,8.916666666666666,,,,,2025-02-27,08:15:00
Electronic City,Malleshwaram,12.8452,77.66,13.0097,77.569,Saturday,2025-03-15 08:15:00,51.06666666666667,,,,,2025-03-15,08:15:00
Banashankari,Indiranagar,12.9184,77.5736,12.9716,77.6412,Sunday,2025-02-09 18:30:00,43.81666666666667,,,,,2025-02-09,18:30:00
Marathahalli,HSR Layout,12.955,77.7019,12.9121,77.6446,Monday,2025-01-27 18:45:00,23.33333333333333,,,,,2025-01-27,18:45:00
Marathahalli,Malleshwaram,12.955,77.7019,13.0097,77.569,Thursday,2025-04-10 18:30:00,65.51666666666667,,,,,2025-04-10,18:30:00
Vijayanagar,Malleshwaram,12.9798,77.5441,13.0097,77.569,Saturday,2025-03-15 18:30:00,21.366666666666667,,,,,2025-03-15,18:30:00
Malleshwaram,BTM Layout,13.0097,77.569,12.9166,77.6101,Thursday,2025-04-10 08:00:00,47.516666666666666,,,,,2025-04-10,08:00:00
Banashankari,Malleshwaram,12.9184,77.5736,13.0097,77.569,Saturday,2025-03-08 18:00:00,53.016666666666666,,,,,2025-03-08,18:00:00
Yelahanka,Basavanagudi,13.1007,77.5963,12.9407,77.5848,Friday,2025-01-31 08:45:00,51.833333333333336,,,,,2025-01-31,08:45:00
Whitefield,Hebbal,12.9698,77.7499,13.0352,77.5912,Saturday,2025-01-18 18:00:00,67.56666666666666,,,,,2025-01-18,18:00:00
Nagavara,Malleshwaram,13.0458,77.6245,13.0097,77.569,Thursday,2025-03-27 18:30:00,38.78333333333333,,,,,2025-03-27,18:30:00
Banashankari,Sarjapur,12.9184,77.5736,12.8618,77.79,Thursday,2025-02-13 18:45:00,68.53333333333333,,,,,2025-02-13,18:45:00
Sarjapur,Yelahanka,12.8618,77.79,13.1007,77.5963,Tuesday,2025-02-18 18:30:00,109.96666666666668,,,,,2025-02-18,18:30:00
BTM Layout,Koramangala,12.9166,77.6101,12.9352,77.6245,Thursday,2025-01-23 18:00:00,21.83333333333333,,,,,2025-01-23,18:00:00
Indiranagar,MG Road,12.9716,77.6412,12.9756,77.605,Thursday,2025-03-20 08:30:00,19.95,,,,,2025-03-20,08:30:00
Kengeri,Sarjapur,12.9141,77.5145,12.8618,77.79,Monday,2025-03-31 18:00:00,80.45,,,,,2025-03-31,18:00:00
Sarjapur,Malleshwaram,12.8618,77.79,13.0097,77.569,Thursday,2025-03-20 08:00:00,96.61666666666666,,,,,2025-03-20,08:00:00
Whitefield,Malleshwaram,12.9698,77.7499,13.0097,77.569,Friday,2025-03-07 08:30:00,63.583333333333336,,,,,2025-03-07,08:30:00
Kengeri,BTM Layout,12.9141,77.5145,12.9166,77.6101,Thursday,2025-02-27 18:30:00,47.86666666666667,,,,,2025-02-27,18:30:00
Hebbal,Indiranagar,13.0352,77.5912,12.9716,77.6412,Wednesday,2025-03-19 08:00:00,34.3,,,,,2025-03-19,08:00:00
Yelahanka,Marathahalli,13.1007,77.5963,12.955,77.7019,Monday,2025-03-31 18:15:00,69.31666666666666,,,,,2025-03-31,18:15:00
MG Road,Koramangala,12.9756,77.605,12.9352,77.6245,Thursday,2025-01-30 08:45:00,25.066666666666663,,,,,2025-01-30,08:45:00
Electronic City,Sarjapur,12.8452,77.66,12.8618,77.79,Monday,2025-03-10 18:30:00,49.46666666666667,,,,,2025-03-10,18:30:00
HSR Layout,Yelahanka,12.9121,77.6446,13.1007,77.5963,Wednesday,2025-01-29 18:30:00,82.7,,,,,2025-01-29,18:30:00
MG Road,BTM Layout,12.9756,77.605,12.9166,77.6101,Saturday,2025-04-05 18:45:00,39.2,,,,,2025-04-05,18:45:00
BTM Layout,Vijayanagar,12.9166,77.6101,12.9798,77.5441,Wednesday,2025-02-05 18:45:00,73.11666666666666,,,,,2025-02-05,18:45:00
Hebbal,RT Nagar,13.0352,77.5912,13.0086,77.5917,Thursday,2025-03-06 08:00:00,9.316666666666666,,,,,2025-03-06,08:00:00
